fpr,tpr
0.1005,0.5755489332349618
0.101,0.577454121975423
0.1015,0.5793518118759966
0.10200000000000001,0.5812420283038264
0.10250000000000001,0.5831247965542952
0.10300000000000001,0.585000141851183
0.10350000000000001,0.5868680893468345
0.10400000000000001,0.5887286641223182
0.1045,0.590581891187592
0.105,0.5924277954816615
0.1055,0.5942664018727462
0.106,0.5960977351584367
0.1065,0.5979218200658603
0.107,0.5997386812518375
0.1075,0.6015483433030471
0.108,0.6033508307361826
0.1085,0.6051461679981163
0.109,0.6069343794660551
0.1095,0.6087154894477043
0.11,0.6104895221814228
0.1105,0.6122565018363861
0.111,0.6140164525127412
0.1115,0.615769398241769
0.112,0.6175153629860388
0.1125,0.6192543706395698
0.113,0.6209864450279852
0.1135,0.6227116099086731
0.114,0.6244298889709405
0.1145,0.6261413058361731
0.115,0.6278458840579889
0.1155,0.6295436471223974
0.116,0.6312346184479527
0.1165,0.6329188213859127
0.117,0.6345962792203907
0.11750000000000001,0.6362670151685146
0.11800000000000001,0.637931052380578
0.11850000000000001,0.6395884139401985
0.11900000000000001,0.6412391228644688
0.11950000000000001,0.6428832021041139
0.12,0.644520674543642
0.1205,0.6461515630015011
0.121,0.6477758902302293
0.1215,0.6493936789166104
0.122,0.6510049516818259
0.1225,0.6526097310816066
0.123,0.654208039606385
0.1235,0.655799899681449
0.124,0.6573853336670926
0.1245,0.6589643638587663
0.125,0.660537012487229
0.1255,0.6621033017187001
0.126,0.6636632536550093
0.1265,0.6652168903337458
0.127,0.6667642337284096
0.1275,0.6683053057485622
0.128,0.6698401282399749
0.1285,0.6713687229847778
0.129,0.6728911117016099
0.1295,0.674407316045768
0.13,0.6759173576093545
0.1305,0.6774212579214256
0.131,0.6789190384481397
0.1315,0.6804107205929055
0.132,0.6818963256965292
0.1325,0.6833758750373611
0.133,0.6848493898314427
0.1335,0.6863168912326549
0.134,0.6877784003328631
0.1345,0.6892339381620627
0.135,0.690683525688526
0.1355,0.6921271838189489
0.136,0.6935649333985945
0.1365,0.6949967952114388
0.137,0.696422789980315
0.1375,0.6978429383670604
0.138,0.6992572609726581
0.1385,0.7006657783373822
0.139,0.7020685109409417
0.1395,0.7034654792026239
0.14,0.7048567034814387
0.1405,0.7062422040762595
0.14100000000000001,0.7076220012259677
0.14150000000000001,0.7089961151095954
0.14200000000000002,0.710364565846467
0.14250000000000002,0.7117273734963412
0.14300000000000002,0.7130845580595524
0.14350000000000002,0.7144361394771541
0.14400000000000002,0.7157821376310585
0.1445,0.7171225723441774
0.145,0.7184574633805645
0.1455,0.7197868304455537
0.146,0.7211106931859022
0.1465,0.7224290711899273
0.147,0.7237419839876491
0.1475,0.7250494510509278
0.148,0.7263514917936047
0.1485,0.7276481255716394
0.149,0.7289393716832505
0.1495,0.7302252493690521
0.15,0.7315057778121942
0.1505,0.7327809761384982
0.151,0.7340508634165974
0.1515,0.7353154586580721
0.152,0.7365747808175884
0.1525,0.737828848793034
0.153,0.7390776814256567
0.1535,0.7403212975001985
0.154,0.7415597157450341
0.1545,0.7427929548323053
0.155,0.7440210333780581
0.1555,0.7452439699423767
0.156,0.7464617830295206
0.1565,0.7476744910880571
0.157,0.7488821125109988
0.1575,0.7500846656359363
0.158,0.7512821687451734
0.1585,0.7524746400658602
0.159,0.7536620977701279
0.1595,0.7548445599752215
0.16,0.7560220447436341
0.1605,0.7571945700832383
0.161,0.758362153947421
0.1615,0.7595248142352142
0.162,0.7606825687914287
0.1625,0.7618354354067849
0.163,0.7629834318180461
0.1635,0.7641265757081481
0.164,0.7652648847063329
0.1645,0.7663983763882776
0.165,0.7675270682762272
0.1655,0.7686509778391231
0.166,0.7697701224927359
0.1665,0.7708845195997932
0.167,0.7719941864701113
0.1675,0.7730991403607235
0.168,0.7741993984760107
0.1685,0.7752949779678295
0.169,0.7763858959356422
0.1695,0.777472169426644
0.17,0.7785538154358935
0.1705,0.7796308509064387
0.171,0.780703292729447
0.1715,0.7817711577443311
0.17200000000000001,0.7828344627388785
0.17250000000000001,0.7838932244493761
0.17300000000000001,0.7849474595607406
0.17350000000000002,0.7859971847066419
0.17400000000000002,0.7870424164696325
0.17450000000000002,0.7880831713812712
0.17500000000000002,0.7891194659222519
0.17550000000000002,0.7901513165225269
0.176,0.7911787395614345
0.1765,0.7922017513678234
0.177,0.7932203682201777
0.1775,0.7942346063467418
0.178,0.7952444819256461
0.1785,0.7962500110850306
0.179,0.7972512099031688
0.1795,0.7982480944085919
0.18,0.7992406805802135
0.1805,0.8002289843474518
0.181,0.8012130215903535
0.1815,0.802192808139716
0.182,0.8031683597772125
0.1825,0.8041396922355117
0.183,0.8051068211984019
0.1835,0.8060697623009124
0.184,0.8070285311294361
0.1845,0.8079831432218505
0.185,0.8089336140676391
0.1855,0.809879959108013
0.186,0.8108221937360317
0.1865,0.811760333296724
0.187,0.8126943930872079
0.1875,0.8136243883568114
0.188,0.8145503343071927
0.1885,0.8154722460924597
0.189,0.8163901388192896
0.1895,0.8173040275470478
0.19,0.8182139272879084
0.1905,0.8191198530069722
0.191,0.820021819622385
0.1915,0.8209198420054563
0.192,0.8218139349807785
0.1925,0.8227041133263441
0.193,0.8235903917736629
0.1935,0.8244727850078803
0.194,0.8253513076678953
0.1945,0.8262259743464763
0.195,0.8270967995903783
0.1955,0.8279637979004599
0.196,0.8288269837318
0.1965,0.8296863714938134
0.197,0.830541975550367
0.1975,0.8313938102198952
0.198,0.8322418897755166
0.1985,0.8330862284451481
0.199,0.8339268404116205
0.1995,0.8347637398127932
0.2,0.835596940741669
0.2005,0.8364264572465092
0.201,0.8372523033309462
0.2015,0.8380744929540989
0.202,0.8388930400306859
0.2025,0.8397079584311393
0.203,0.840519261981718
0.20350000000000001,0.8413269644646201
0.20400000000000001,0.842131079618097
0.20450000000000002,0.8429316211365656
0.20500000000000002,0.8437286026707205
0.20550000000000002,0.8445220378276457
0.20600000000000002,0.8453119401709283
0.20650000000000002,0.846098323220769
0.20700000000000002,0.8468812004540941
0.20750000000000002,0.8476605853046664
0.20800000000000002,0.848436491163197
0.2085,0.8492089313774562
0.209,0.8499779192523838
0.2095,0.8507434680501998
0.21,0.8515055909905147
0.2105,0.8522643012504398
0.211,0.8530196119646963
0.2115,0.8537715362257264
0.212,0.8545200870838009
0.2125,0.8552652775471301
0.213,0.8560071205819713
0.2135,0.856745629112739
0.214,0.8574808160221125
0.2145,0.8582126941511448
0.215,0.85894127629937
0.2155,0.8596665752249127
0.216,0.8603886036445938
0.2165,0.8611073742340399
0.217,0.8618228996277889
0.2175,0.8625351924193986
0.218,0.8632442651615524
0.2185,0.863950130366167
0.219,0.8646528005044977
0.2195,0.8653522880072458
0.22,0.8660486052646638
0.2205,0.8667417646266616
0.221,0.8674317784029123
0.2215,0.8681186588629572
0.222,0.868802418236311
0.2225,0.8694830687125673
0.223,0.8701606224415029
0.2235,0.8708350915331828
0.224,0.8715064880580637
0.2245,0.8721748240470997
0.225,0.8728401114918443
0.2255,0.8735023623445559
0.226,0.8741615885183005
0.2265,0.8748178018870552
0.227,0.8754710142858109
0.2275,0.8761212375106763
0.228,0.876768483318979
0.2285,0.8774127634293702
0.229,0.8780540895219247
0.2295,0.8786924732382444
0.23,0.8793279261815601
0.2305,0.8799604599168328
0.231,0.8805900859708551
0.2315,0.8812168158323535
0.232,0.8818406609520877
0.2325,0.8824616327429534
0.233,0.8830797425800817
0.2335,0.8836950018009401
0.234,0.8843074217054324
0.23450000000000001,0.8849170135559996
0.23500000000000001,0.8855237885777184
0.23550000000000001,0.8861277579584026
0.23600000000000002,0.8867289328487006
0.23650000000000002,0.8873273243621966
0.23700000000000002,0.8879229435755085
0.23750000000000002,0.8885158015283868
0.23800000000000002,0.8891059092238138
0.23850000000000002,0.8896932776281019
0.23900000000000002,0.8902779176709912
0.23950000000000002,0.8908598402457488
0.24,0.8914390562092656
0.2405,0.8920155763821542
0.241,0.8925894115488474
0.2415,0.8931605724576938
0.242,0.8937290698210557
0.2425,0.8942949143154065
0.243,0.8948581165814268
0.2435,0.8954186872241006
0.244,0.8959766368128119
0.2445,0.8965319758814414
0.245,0.8970847149284616
0.2455,0.8976348644170326
0.246,0.8981824347750976
0.2465,0.8987274363954788
0.247,0.8992698796359722
0.2475,0.8998097748194416
0.248,0.9003471322339148
0.2485,0.9008819621326775
0.249,0.9014142747343672
0.2495,0.9019440802230683
0.25,0.9024713887484046
0.2505,0.9029962104256349
0.251,0.9035185553357455
0.2515,0.9040384335255433
0.252,0.9045558550077493
0.2525,0.9050708297610921
0.253,0.9055833677304004
0.2535,0.906093478826695
0.254,0.9066011729272817
0.2545,0.9071064598758439
0.255,0.9076093494825344
0.2555,0.9081098515240662
0.256,0.9086079757438058
0.2565,0.9091037318518638
0.257,0.9095971295251863
0.2575,0.9100881784076458
0.258,0.910576888110132
0.2585,0.9110632682106435
0.259,0.9115473282543771
0.2595,0.9120290777538187
0.26,0.9125085261888332
0.2605,0.9129856830067548
0.261,0.9134605576224766
0.2615,0.9139331594185399
0.262,0.9144034977452241
0.2625,0.9148715819206356
0.263,0.9153374212307968
0.2635,0.9158010249297348
0.264,0.9162624022395706
0.2645,0.9167215623506069
0.265,0.9171785144214168
0.2655,0.9176332675789319
0.266,0.9180858309185298
0.2665,0.9185362135041222
0.267,0.9189844243682423
0.2675,0.9194304725121323
0.268,0.9198743669058301
0.2685,0.920316116488257
0.269,0.9207557301673039
0.2695,0.9211932168199183
0.27,0.9216285852921903
0.2705,0.9220618443994393
0.271,0.9224930029263
0.2715,0.9229220696268081
0.272,0.9233490532244859
0.2725,0.9237739624124282
0.273,0.9241968058533875
0.2735,0.924617592179859
0.274,0.9250363299941655
0.2745,0.925453027868543
0.275,0.9258676943452243
0.2755,0.9262803379365238
0.276,0.9266909671249217
0.2765,0.9270995903631487
0.277,0.9275062160742693
0.2775,0.9279108526517652
0.278,0.9283135084596195
0.2785,0.9287141918324
0.279,0.9291129110753422
0.2795,0.9295096744644322
0.28,0.9299044902464895
0.2805,0.9302973666392502
0.281,0.9306883118314492
0.28150000000000003,0.9310773339829019
0.28200000000000003,0.931464441224587
0.28250000000000003,0.9318496416587286
0.28300000000000003,0.9322329433588774
0.28350000000000003,0.9326143543699926
0.28400000000000003,0.9329938827085231
0.28450000000000003,0.9333715363624892
0.28500000000000003,0.9337473232915632
0.28550000000000003,0.9341212514271506
0.28600000000000003,0.9344933286724707
0.28650000000000003,0.9348635629026371
0.28700000000000003,0.935231961964738
0.28750000000000003,0.9355985336779169
0.28800000000000003,0.9359632858334517
0.2885,0.9363262261948357
0.289,0.9366873624978562
0.2895,0.937046702450675
0.29,0.9374042537339067
0.2905,0.9377600240006986
0.291,0.9381140208768095
0.2915,0.9384662519606886
0.292,0.9388167248235538
0.2925,0.9391654470094706
0.293,0.9395124260354302
0.2935,0.9398576693914277
0.294,0.9402011845405397
0.2945,0.9405429789190028
0.295,0.9408830599362908
0.2955,0.9412214349751921
0.296,0.9415581113918869
0.2965,0.9418930965160247
0.297,0.942226397650801
0.2975,0.9425580220730342
0.298,0.9428879770332419
0.2985,0.9432162697557176
0.299,0.9435429074386071
0.2995,0.9438678972539846
0.3,0.944191246347928
0.3005,0.9445129618405951
0.301,0.9448330508262999
0.3015,0.945151520373587
0.302,0.945468377525307
0.3025,0.9457836292986922
0.303,0.9460972826854311
0.3035,0.9464093446517434
0.304,0.9467198221384543
0.3045,0.9470287220610689
0.305,0.9473360513098472
0.3055,0.9476418167498774
0.306,0.9479460252211501
0.3065,0.9482486835386322
0.307,0.9485497984923406
0.3075,0.9488493768474152
0.308,0.9491474253441928
0.3085,0.9494439506982796
0.309,0.9497389596006248
0.3095,0.950032458717593
0.31,0.9503244546910368
0.3105,0.9506149541383693
0.311,0.950903963652637
0.3115,0.951191489802591
0.312,0.9514775391327599
0.3125,0.9517621181635205
0.313,0.952045233391171
0.3135,0.9523268912880012
0.314,0.9526070983023642
0.3145,0.9528858608587483
0.315,0.9531631853578466
0.3155,0.9534390781766294
0.316,0.9537135456684142
0.3165,0.9539865941629356
0.317,0.9542582299664171
0.3175,0.9545284593616403
0.318,0.9547972886080152
0.3185,0.95506472394165
0.319,0.9553307715754215
0.3195,0.9555954376990439
0.32,0.9558587284791387
0.3205,0.9561206500593037
0.321,0.9563812085601824
0.3215,0.9566404100795328
0.322,0.9568982606922964
0.3225,0.9571547664506663
0.323,0.9574099333841567
0.3235,0.9576637674996702
0.324,0.9579162747815666
0.3245,0.9581674611917308
0.325,0.9584173326696406
0.3255,0.9586658951324345
0.326,0.9589131544749793
0.3265,0.9591591165699374
0.327,0.9594037872678339
0.3275,0.9596471723971245
0.328,0.9598892777642613
0.3285,0.9601301091537604
0.329,0.9603696723282682
0.3295,0.9606079730286282
0.33,0.9608450169739471
0.3305,0.9610808098616608
0.331,0.9613153573676009
0.3315,0.9615486651460602
0.332,0.9617807388298587
0.3325,0.9620115840304089
0.333,0.9622412063377813
0.3335,0.9624696113207702
0.334,0.9626968045269578
0.3345,0.9629227914827801
0.335,0.9631475776935913
0.3355,0.9633711686437283
0.336,0.963593569796576
0.3365,0.9638147865946304
0.337,0.9640348244595641
0.3375,0.9642536887922898
0.338,0.964471384973024
0.3385,0.9646879183613511
0.339,0.9649032942962872
0.3395,0.9651175180963429
0.34,0.9653305950595875
0.3405,0.9655425304637115
0.341,0.9657533295660898
0.3415,0.9659629976038451
0.342,0.9661715397939097
0.3425,0.9663789613330888
0.343,0.9665852673981228
0.3435,0.9667904631457497
0.34400000000000003,0.9669945537127667
0.34450000000000003,0.9671975442160929
0.34500000000000003,0.9673994397528309
0.34550000000000003,0.9676002454003285
0.34600000000000003,0.96779996621624
0.34650000000000003,0.967998607238588
0.34700000000000003,0.9681961734858247
0.34750000000000003,0.9683926699568929
0.34800000000000003,0.968588101631287
0.34850000000000003,0.9687824734691136
0.34900000000000003,0.9689757904111527
0.34950000000000003,0.969168057378918
0.35000000000000003,0.9693592792747172
0.35050000000000003,0.9695494609817126
0.35100000000000003,0.9697386073639807
0.35150000000000003,0.9699267232665729
0.352,0.9701138135155748
0.3525,0.9702998829181659
0.353,0.9704849362626797
0.3535,0.9706689783186623
0.354,0.9708520138369326
0.3545,0.9710340475496406
0.355,0.9712150841703269
0.3555,0.9713951283939813
0.356,0.9715741848971019
0.3565,0.971752258337753
0.357,0.9719293533556242
0.3575,0.9721054745720885
0.358,0.97228062659026
0.3585,0.9724548139950527
0.359,0.9726280413532375
0.3595,0.9728003132135009
0.36,0.9729716341065018
0.3605,0.973142008544929
0.361,0.9733114410235595
0.3615,0.973479936019314
0.362,0.9736474979913158
0.3625,0.973814131380946
0.363,0.9739798406119016
0.3635,0.9741446300902512
0.364,0.9743085042044922
0.3645,0.9744714673256067
0.365,0.9746335238071178
0.3655,0.9747946779851456
0.366,0.9749549341784636
0.3665,0.975114296688554
0.367,0.9752727697996635
0.3675,0.9754303577788589
0.368,0.9755870648760828
0.3685,0.9757428953242081
0.369,0.975897853339094
0.3695,0.9760519431196403
0.37,0.9762051688478427
0.3705,0.9763575346888476
0.371,0.976509044791006
0.3715,0.9766597032859288
0.372,0.9768095142885408
0.3725,0.9769584818971347
0.373,0.9771066101934255
0.3735,0.9772539032426041
0.374,0.9774003650933913
0.3745,0.9775459997780916
0.375,0.9776908113126463
0.3755,0.9778348036966874
0.376,0.9779779809135905
0.3765,0.978120346930528
0.377,0.9782619056985221
0.3775,0.9784026611524982
0.378,0.9785426172113367
0.3785,0.9786817777779263
0.379,0.9788201467392162
0.3795,0.9789577279662687
0.38,0.979094525314311
0.3805,0.9792305426227876
0.381,0.9793657837154125
0.3815,0.9795002524002204
0.382,0.979633952469619
0.3825,0.9797668877004401
0.383,0.9798990618539912
0.3835,0.9800304786761074
0.384,0.9801611418972014
0.3845,0.9802910552323156
0.385,0.9804202223811728
0.3855,0.9805486470282265
0.386,0.9806763328427123
0.3865,0.9808032834786979
0.387,0.9809295025751337
0.3875,0.9810549937559033
0.388,0.9811797606298734
0.3885,0.981303806790944
0.389,0.981427135818098
0.3895,0.9815497512754519
0.39,0.9816716567123038
0.3905,0.9817928556631851
0.391,0.9819133516479078
0.3915,0.9820331481716156
0.392,0.9821522487248315
0.3925,0.9822706567835082
0.393,0.9823883758090759
0.3935,0.9825054092484918
0.394,0.9826217605342888
0.3945,0.9827374330846235
0.395,0.9828524303033248
0.3955,0.9829667555799426
0.396,0.9830804122897958
0.3965,0.98319340379402
0.397,0.9833057334396157
0.3975,0.9834174045594962
0.398,0.9835284204725352
0.3985,0.9836387844836141
0.399,0.98374849988367
0.3995,0.9838575699497425
0.4,0.9839659979450213
0.4005,0.9840737871188927
0.401,0.9841809407069874
0.4015,0.9842874619312264
0.402,0.9843933539998687
0.4025,0.9844986201075568
0.403,0.9846032634353643
0.4035,0.9847072871508413
0.404,0.9848106944080613
0.4045,0.9849134883476669
0.405,0.985015672096916
0.4055,0.9851172487697276
0.406,0.9852182214667277
0.40650000000000003,0.9853185932752947
0.40700000000000003,0.985418367269605
0.40750000000000003,0.9855175465106785
0.40800000000000003,0.985616134046424
0.40850000000000003,0.9857141329116841
0.40900000000000003,0.98581154612828
0.40950000000000003,0.9859083767050575
0.41000000000000003,0.9860046276379303
0.41050000000000003,0.986100301909926
0.41100000000000003,0.98619540249123
0.41150000000000003,0.9862899323392302
0.41200000000000003,0.9863838943985612
0.41250000000000003,0.9864772916011486
0.41300000000000003,0.9865701268662531
0.41350000000000003,0.9866624031005148
0.41400000000000003,0.9867541231979964
0.41450000000000004,0.9868452900402276
0.41500000000000004,0.9869359064962484
0.41550000000000004,0.987025975422653
0.41600000000000004,0.9871154996636328
0.4165,0.9872044820510197
0.417,0.9872929254043301
0.4175,0.9873808325308068
0.418,0.9874682062254626
0.4185,0.9875550492711235
0.419,0.9876413644384705
0.4195,0.9877271544860831
0.42,0.9878124221604812
0.4205,0.9878971701961681
0.421,0.9879814013156722
0.4215,0.9880651182295895
0.422,0.9881483236366256
0.4225,0.9882310202236375
0.423,0.9883132106656759
0.4235,0.9883948976260262
0.424,0.9884760837562507
0.4245,0.98855677169623
0.425,0.9886369640742042
0.4255,0.9887166635068143
0.426,0.9887958725991435
0.4265,0.9888745939447577
0.427,0.9889528301257475
0.4275,0.989030583712768
0.428,0.9891078572650798
0.4285,0.9891846533305902
0.429,0.989260974445893
0.4295,0.9893368231363091
0.43,0.9894122019159272
0.4305,0.9894871132876432
0.431,0.989561559743201
0.4315,0.9896355437632323
0.432,0.9897090678172961
0.4325,0.9897821343639186
0.433,0.9898547458506333
0.4335,0.9899269047140198
0.434,0.9899986133797439
0.4345,0.9900698742625965
0.435,0.9901406897665329
0.4355,0.9902110622847119
0.436,0.9902809941995349
0.4365,0.9903504878826845
0.437,0.9904195456951641
0.4375,0.9904881699873351
0.438,0.9905563630989573
0.4385,0.9906241273592257
0.439,0.9906914650868098
0.4395,0.990758378589892
0.44,0.9908248701662048
0.4405,0.9908909421030698
0.441,0.9909565966774354
0.4415,0.9910218361559142
0.442,0.9910866627948213
0.4425,0.9911510788402114
0.443,0.991215086527917
0.4435,0.9912786880835851
0.444,0.9913418857227151
0.4445,0.9914046816506955
0.445,0.9914670780628416
0.4455,0.9915290771444317
0.446,0.991590681070745
0.4465,0.9916518920070977
0.447,0.9917127121088796
0.4475,0.9917731435215914
0.448,0.9918331883808806
0.4485,0.9918928488125781
0.449,0.9919521269327344
0.4495,0.9920110248476558
0.45,0.9920695446539409
0.4505,0.9921276884385158
0.451,0.9921854582786708
0.4515,0.9922428562420953
0.452,0.9922998843869146
0.4525,0.9923565447617244
0.453,0.9924128394056272
0.4535,0.9924687703482667
0.454,0.9925243396098642
0.4545,0.9925795492012528
0.455,0.9926344011239131
0.4555,0.9926888973700081
0.456,0.9927430399224177
0.4565,0.9927968307547742
0.457,0.9928502718314961
0.4575,0.9929033651078234
0.458,0.9929561125298518
0.4585,0.9930085160345674
0.459,0.9930605775498804
0.4595,0.9931122989946598
0.46,0.9931636822787675
0.4605,0.9932147293030917
0.461,0.993265441959582
0.4615,0.9933158221312819
0.462,0.9933658716923632
0.4625,0.9934155925081598
0.463,0.9934649864352008
0.4635,0.9935140553212438
0.464,0.9935628010053089
0.4645,0.9936112253177114
0.465,0.993659330080095
0.4655,0.993707117105465
0.466,0.9937545881982212
0.4665,0.9938017451541906
0.467,0.9938485897606605
0.4675,0.9938951237964107
0.468,0.9939413490317465
0.4685,0.9939872672285308
0.46900000000000003,0.994032880140217
0.46950000000000003,0.9940781895118806
0.47000000000000003,0.9941231970802521
0.47050000000000003,0.9941679045737484
0.47100000000000003,0.9942123137125054
0.47150000000000003,0.9942564262084097
0.47200000000000003,0.9943002437651303
0.47250000000000003,0.9943437680781504
0.47300000000000003,0.994387000834799
0.47350000000000003,0.9944299437142828
0.47400000000000003,0.9944725983877172
0.47450000000000003,0.9945149665181575
0.47500000000000003,0.994557049760631
0.47550000000000003,0.9945988497621673
0.47600000000000003,0.9946403681618299
0.47650000000000003,0.9946816065907469
0.47700000000000004,0.9947225666721422
0.47750000000000004,0.9947632500213659
0.47800000000000004,0.9948036582459254
0.47850000000000004,0.9948437929455161
0.47900000000000004,0.9948836557120513
0.47950000000000004,0.9949232481296932
0.48,0.9949625717748833
0.4805,0.9950016282163725
0.481,0.9950404190152511
0.4815,0.9950789457249789
0.482,0.9951172098914158
0.4825,0.9951552130528512
0.483,0.9951929567400333
0.4835,0.9952304424762002
0.484,0.9952676717771082
0.4845,0.9953046461510623
0.485,0.995341367098945
0.4855,0.9953778361142462
0.486,0.9954140546830921
0.4865,0.9954500242842744
0.487,0.99548574638928
0.4875,0.9955212224623193
0.488,0.9955564539603553
0.4885,0.995591442333133
0.489,0.9956261890232074
0.4895,0.9956606954659728
0.49,0.9956949630896907
0.4905,0.9957289933155195
0.491,0.9957627875575411
0.4915,0.9957963472227913
0.492,0.9958296737112865
0.4925,0.9958627684160525
0.493,0.9958956327231524
0.4935,0.995928268011715
0.494,0.9959606756539617
0.4945,0.9959928570152359
0.495,0.9960248134540292
0.4955,0.9960565463220097
0.496,0.9960880569640499
0.4965,0.9961193467182536
0.497,0.9961504169159837
