population_share,cumulative_risky,cumulative_favorable,ks_gap
0.067,0.1637003882281538,0.0009416605289709563,0.16275872769918284
0.0675,0.1648551975740974,0.0009598821141584407,0.16389531545993896
0.068,0.16600903037869574,0.000978317907700669,0.16503071247099507
0.0685,0.16716188694451006,0.0009969688249319118,0.16616491811957815
0.069,0.16831376757417071,0.0010158357783489839,0.16729793179582172
0.0695,0.16946467257037656,0.001034919677640654,0.1684297528927359
0.07,0.17061460223589475,0.0010542214297165435,0.16956038080617822
0.07050000000000001,0.17176355687356093,0.0010737419387355195,0.1706898149348254
0.07100000000000001,0.17291153678628035,0.0010934821061335982,0.17181805468014674
0.07150000000000001,0.17405854227702655,0.0011134428306513698,0.17294509944637518
0.07200000000000001,0.175204573648842,0.0011336250083609552,0.17407094864048106
0.0725,0.1763496312048377,0.0011540295326925086,0.1751956016721452
0.073,0.17749371524819413,0.0011746572944602743,0.17631905795373384
0.0735,0.17863682608216103,0.001195509181888207,0.17744131690027282
0.074,0.1797789640100561,0.001216586080635169,0.17856237792942095
0.0745,0.18092012933526758,0.0012378888738197149,0.17968224046144787
0.075,0.18206032236125158,0.001259418442044467,0.1808009039192071
0.0755,0.18319954339153455,0.0012811756634200984,0.18191836772811446
0.076,0.1843377927297113,0.0013031614135889278,0.18303463131612235
0.0765,0.18547507067944669,0.0013253765657481361,0.18414969411369855
0.077,0.1866113775444742,0.0013478219906726148,0.18526355555380158
0.0775,0.18774671362859785,0.0013704985567374519,0.1863762150718604
0.078,0.18888107923568997,0.0013934071299400656,0.1874876721057499
0.0785,0.19001447466969346,0.0014165485739219914,0.18859792609577147
0.079,0.1911469002346199,0.0014399237499903325,0.18970697648462956
0.0795,0.19227835623455147,0.001463533517138879,0.1908148227174126
0.08,0.19340884297363903,0.0014873787320689037,0.1919214642415701
0.0805,0.1945383607561043,0.0015114602492096423,0.19302690050689467
0.081,0.1956669098862378,0.0015357789207384634,0.19413113096549933
0.0815,0.19679449066840082,0.0015603355966007345,0.1952341550718001
0.082,0.19792110340702374,0.0015851311245293931,0.19633597228249433
0.0825,0.19904674840660763,0.0016101663500642266,0.1974365820565434
0.083,0.2001714259717231,0.0016354421165708673,0.19853598385515223
0.0835,0.20129513640701124,0.001660959265259509,0.19963417714175175
0.084,0.20241788001718286,0.0016867186352033518,0.20073116138197952
0.0845,0.2035396571070195,0.0017127210633567783,0.20182693604366272
0.085,0.20466046798137227,0.0017389673845732698,0.202921500596799
0.0855,0.2057803129451634,0.001765458431623064,0.20401485451354034
0.08600000000000001,0.2068991923033846,0.0017921950352105624,0.20510699726817405
0.08650000000000001,0.20801710636109894,0.0018191780239914922,0.20619792833710746
0.08700000000000001,0.209134055423439,0.0018464082245898256,0.20728764719884918
0.08750000000000001,0.21025003979560875,0.0018738864616144625,0.20837615333399429
0.088,0.211365059782882,0.0019016135576756814,0.20946344622520632
0.0885,0.21247911569060385,0.001929590333401366,0.21054952535720248
0.089,0.21359220782418953,0.0019578176074530017,0.21163439021673652
0.0895,0.21470433648912557,0.001986296196541459,0.21271804029258412
0.09,0.21581550199096855,0.002015026915442563,0.213800475075526
0.0905,0.216925704635347,0.002044010577012447,0.21488169405833454
0.091,0.21803494472795903,0.0020732479922027066,0.21596169673575633
0.0915,0.21914322257457508,0.0021027399700753453,0.21704048260449973
0.092,0.22025053848103537,0.0021324873178175242,0.21811805116321786
0.0925,0.2213568927532522,0.0021624908407561175,0.2191944019124961
0.093,0.22246228569720827,0.0021927513423720744,0.2202695343548362
0.0935,0.22356671761895808,0.002223269624314595,0.22134344799464348
0.094,0.22467018882462675,0.002254046486415121,0.22241614233821164
0.0945,0.22577269962041135,0.0022850827267011427,0.22348761689371022
0.095,0.2268742503125798,0.0023163791414098365,0.22455787117116996
0.0955,0.2279748412074718,0.002347936525001517,0.2256269046824703
0.096,0.22907447261149794,0.002379755670172926,0.226694716941325
0.0965,0.23017314483114126,0.002411837367870349,0.22776130746327092
0.097,0.23127085817295545,0.0024441824073025693,0.22882667576565288
0.0975,0.23236761294356667,0.0024767915759536553,0.22989082136761302
0.098,0.23346340944967192,0.002509665659595594,0.23095374379007633
0.0985,0.23455824799804081,0.0025428054423007624,0.23201544255574005
0.099,0.2356521288955139,0.0025762117064542494,0.23307591718905965
0.0995,0.23674505244900446,0.0026098852327660223,0.23413516721623842
0.1,0.23783701896549692,0.002643826800282948,0.23519319216521398
0.1005,0.23892802875204844,0.0026780371864006665,0.23624999156564777
0.101,0.24001808211578746,0.00271251716687532,0.23730556494891214
0.1015,0.24110717936391524,0.0027472675158351427,0.23835991184808009
0.10200000000000001,0.24219532080370443,0.00278228900579191,0.2394130317979125
0.10250000000000001,0.24328250674250063,0.002817582407652253,0.24046492433484837
0.10300000000000001,0.24436873748772103,0.002853148490728835,0.2415155889969922
0.10350000000000001,0.2454540133468558,0.0028889880227514035,0.2425650253241044
0.10400000000000001,0.24653833462746688,0.002925101769877703,0.24361323285758918
0.1045,0.24762170163718933,0.002961490496704267,0.24466021114048506
0.105,0.24870411468372966,0.0029981549662770847,0.24570595971745257
0.1055,0.24978557407486823,0.003035095940102137,0.24675047813476608
0.106,0.2508660801184568,0.00307231417815582,0.24779376594030098
0.1065,0.2519456331224209,0.0031098104388952424,0.24883582268352566
0.107,0.25302423339475766,0.003147585479268409,0.24987664791548925
0.1075,0.25410188124353805,0.0031856400547242885,0.2509162411888138
0.108,0.25517857697690494,0.0032239749192227636,0.25195460205768216
0.1085,0.2562543209030751,0.003262590825244475,0.2529917300778306
0.109,0.25732911333033714,0.0033014885238005485,0.2540276248065366
0.1095,0.25840295456705364,0.003340668764442221,0.2550622858026114
0.11,0.25947584492165965,0.003380132295270353,0.2560957126263893
0.1105,0.2605477847026638,0.0034198798629448387,0.257127904839719
0.111,0.2616187742186473,0.003459912212693914,0.2581588620059534
0.1115,0.2626888137782656,0.0035002300883233612,0.25918858368994224
0.112,0.2637579036902461,0.0035408342322256117,0.2602170694580205
0.1125,0.26482604426339096,0.0035817253853887535,0.2612443188780022
0.113,0.26589323580657453,0.003622904287405438,0.2622703315191691
0.1135,0.2669594786287458,0.003664371676481693,0.2632951069522641
0.114,0.26802477303892625,0.0037061282894456414,0.2643186447494806
0.1145,0.2690891193462118,0.003748174861756125,0.2653409444844557
0.115,0.27015251785977135,0.00379051212751124,0.2663620057322601
0.1155,0.2712149688888482,0.0038331408194567785,0.2673818280693914
0.116,0.2722764727427587,0.003876061668994584,0.2684004110737641
0.1165,0.2733370297308937,0.003919275406190819,0.2694177543247029
0.117,0.27439664016271736,0.0039627827597841425,0.27043385740293324
0.11750000000000001,0.27545530434776844,0.004006584457193813,0.2714487198905746
0.11800000000000001,0.276513022595659,0.004050681224527693,0.27246234137113134
0.11850000000000001,0.27756979521607594,0.004095073786590182,0.27347472142948576
0.11900000000000001,0.2786256225187794,0.004139762866890065,0.2744858596518894
0.11950000000000001,0.27968050481360485,0.00418474918764828,0.2754957556259566
0.12,0.28073444241046075,0.004230033469805606,0.27650440894065514
0.1205,0.28178743561933095,0.00427561643303028,0.2775118191863007
0.121,0.2828394847502729,0.004321498795725524,0.27851798595454735
0.1215,0.283890590113419,0.0043676812750370044,0.279522908838382
0.122,0.28494075201897606,0.004414164586860223,0.28052658743211584
0.1225,0.2859899707772253,0.004460949445847822,0.2815290213313775
0.123,0.2870382466985223,0.0045080365654168245,0.2825302101331055
0.1235,0.2880855800932979,0.0045554266577558,0.28353015343554205
0.124,0.2891319712720575,0.004603120433831961,0.2845288508382255
0.1245,0.2901774205453811,0.004651118603398191,0.2855263019419829
0.125,0.29122192822392334,0.004699421875,0.28652250634892334
0.1255,0.29226549461841445,0.004748030955982417,0.287517463662432
0.126,0.29330812003965934,0.004796946552496815,0.28851117348716254
0.1265,0.2943498047985378,0.004846169369507663,0.2895036354290301
0.127,0.2953905492060046,0.004895700110799229,0.2904948490952054
0.1275,0.2964303535730901,0.004945539478982198,0.2914848140941079
0.128,0.2974692182108999,0.004995688175500248,0.29247353003539966
0.1285,0.29850714343061446,0.005046146900636543,0.2934609965299779
0.129,0.29954412954348963,0.005096916353520187,0.29444721318996947
0.1295,0.30058017686085703,0.005147997232132596,0.2954321796287244
0.13,0.30161528569412377,0.005199390233313822,0.29641589546080993
0.1305,0.30264945635477214,0.005251096052768818,0.29739836030200334
0.131,0.3036826891543599,0.005303115385073641,0.29837957376928625
0.1315,0.30471498440452094,0.005355448923681596,0.2993595354808393
0.132,0.30574634241696486,0.0054080973609293296,0.3003382450560355
0.1325,0.3067767635034767,0.0054610613880428606,0.30131570211543385
0.133,0.30780624797591727,0.005514341695143563,0.3022919062807737
0.1335,0.30883479614622367,0.005567938971254083,0.3032668571749696
0.134,0.3098624083264091,0.005621853904304217,0.3042405544221049
0.1345,0.31088908482856215,0.005676087181136721,0.30521299764742543
0.135,0.31191482596484765,0.005730639487513079,0.3061841864773346
0.1355,0.3129396320475071,0.005785511508119217,0.30715412053938784
0.136,0.31396350338885803,0.0058407039265711575,0.3081227994622869
0.1365,0.31498644030129397,0.005896217425420639,0.30909022287587334
0.137,0.3160084430972845,0.005952052686160668,0.3100563904111238
0.1375,0.31702951208937646,0.006008210389231037,0.3110213017001454
0.138,0.31804964759019283,0.006064691214023784,0.311984956376169
0.1385,0.319068849912433,0.006121495838888607,0.3129473540735444
0.139,0.3200871193688726,0.006178624941138232,0.31390849442773433
0.1395,0.3211044562723644,0.006236079197053736,0.3148683770753107
0.14,0.32212086093583825,0.006293859281889812,0.31582700165394845
0.1405,0.3231363336723,0.006351965869880009,0.31678436780242
0.14100000000000001,0.3241508747948325,0.006410399634241908,0.3177404751605906
0.14150000000000001,0.32516448461659575,0.006469161247182259,0.3186953233694135
0.14200000000000002,0.32617716345082715,0.00652825137990208,0.31964891207092505
0.14250000000000002,0.32718891161084007,0.006587670702601704,0.3206012409082384
0.14300000000000002,0.3281997294100256,0.00664741988448579,0.3215523095255398
0.14350000000000002,0.32920961716185215,0.006707499593768284,0.3225021175680839
0.14400000000000002,0.3302185751798652,0.006767910497677345,0.32345066468218786
0.1445,0.3312266037776872,0.0068286532624602225,0.32439795051522696
0.145,0.3322337032690188,0.006889728553388111,0.3253439747156307
0.1455,0.33323987396763677,0.006951137034760927,0.32628873693287586
0.146,0.33424511618739683,0.007012879369912086,0.32723223681748476
0.1465,0.335249430242231,0.007074956221213217,0.32817447402101774
0.147,0.3362528164461498,0.007137368250078847,0.32911544819607097
0.1475,0.3372552751132407,0.007200116116971037,0.3300551589962697
0.148,0.3382568065576699,0.007263200481403994,0.3309936060762659
0.1485,0.33925741109368024,0.007326622001948633,0.3319307890917316
0.149,0.3402570890355935,0.007390381336237104,0.3328667076993564
0.1495,0.34125584069780834,0.0074544791409672925,0.33380136155684104
0.15,0.3422536663948026,0.007518916071907266,0.33473475032289535
0.1505,0.34325056644113094,0.007583692783899701,0.33566687365723125
0.151,0.3442465411514275,0.00764880993086626,0.33659773122056125
0.1515,0.3452415908404034,0.007714268165811948,0.33752732267459146
0.152,0.34623571582284896,0.00778006814082942,0.3384556476820195
0.1525,0.34722891641363185,0.007846210507103265,0.3393827059065286
0.153,0.3482211929276994,0.007912695914914246,0.34030849701278515
0.1535,0.3492125456800762,0.007979525013643518,0.3412330206664327
0.154,0.3502029749858663,0.008046698451776805,0.3421562765340895
0.1545,0.35119248116025137,0.00811421687690854,0.3430782642833428
0.155,0.35218106451849307,0.008182080935745982,0.3439989835827471
0.1555,0.35316872537593025,0.0082502912741133,0.34491843410181694
0.156,0.35415546404798204,0.008318848536955616,0.3458366155110264
0.1565,0.35514128085014507,0.008387753368343024,0.34675352748180205
0.157,0.3561261760979961,0.008457006411474576,0.34766916968652156
0.1575,0.35711015010718994,0.008526608308682241,0.3485835417985077
0.158,0.35809320319346116,0.008596559701434822,0.34949664349202636
0.1585,0.35907533567262284,0.008666861230341858,0.35040847444228096
0.159,0.36005654786056795,0.008737513535157487,0.35131903432541045
0.1595,0.361036840073268,0.008808517254784277,0.3522283228184837
0.16,0.3620162126267745,0.008879873027277036,0.3531363395994975
0.1605,0.3629946658372175,0.008951581489846594,0.3540430843473709
0.161,0.36397220002080777,0.009023643278863538,0.35494855674194425
0.1615,0.3649488154938342,0.009096059029861943,0.35585275646397224
0.162,0.36592451257266634,0.009168829377543064,0.3567556831951233
0.1625,0.3668992915737528,0.009241954955779001,0.3576573366179738
0.163,0.36787315281362243,0.009315436397616325,0.3585577164160061
0.1635,0.36884609660888323,0.009389274335279706,0.35945682227360354
0.164,0.3698181232762239,0.009463469400175482,0.36035465387604837
0.1645,0.37078923313241197,0.009538022222895223,0.36125121090951673
0.165,0.3717594264942963,0.009612933433219265,0.362146493061077
0.1655,0.3727287036788046,0.0096882036601202,0.36304050001868443
0.166,0.37369706500294564,0.009763833531766372,0.3639332314711793
0.1665,0.3746645107838076,0.009839823675525322,0.36482468710828225
0.167,0.37563104133855985,0.009916174717967218,0.3657148666205926
0.1675,0.3765966569844511,0.009992887284868255,0.36660376969958286
0.168,0.3775613580388115,0.01006996200121404,0.3674913960375975
0.1685,0.37852514481905064,0.010147399491202943,0.36837774532784767
0.169,0.3794880176426596,0.010225200378249423,0.3692628172644102
0.1695,0.3804499768272094,0.010303365284987346,0.37014661154222206
0.17,0.3814110226903522,0.010381894833273253,0.371029127857079
0.1705,0.3823711555498206,0.010460789644189632,0.371910365905631
0.171,0.3833303757234283,0.010540050338048144,0.37279032538538015
0.1715,0.3842886835290694,0.010619677534392842,0.37366900599467656
0.17200000000000001,0.38524607928472,0.010699671852003358,0.3745464074327166
0.17250000000000001,0.38620256330843583,0.010780033908898074,0.37542252939953774
0.17300000000000001,0.387158135918355,0.010860764322337268,0.3762973715960177
0.17350000000000002,0.3881127974326959,0.010941863708826226,0.3771709337238697
0.17400000000000002,0.3890665481697587,0.011023332684118363,0.37804321548564035
0.17450000000000002,0.3900193884479246,0.011105171863218282,0.3789142165847063
0.17500000000000002,0.3909713185856566,0.011187381860384852,0.3797839367252717
0.17550000000000002,0.3919223389014983,0.011269963289134228,0.3806523756123641
0.176,0.39287244971407564,0.011352916762242874,0.3815195329518328
0.1765,0.39382165134209624,0.011436242891750575,0.38238540845034563
0.177,0.3947699441043485,0.011519942288963381,0.38325000181538516
0.1775,0.3957173283197033,0.011604015564456576,0.38411331275524674
0.178,0.396663804307113,0.011688463328077622,0.3849753409790354
0.1785,0.3976093723856122,0.011773286188949057,0.38583608619666315
0.179,0.39855403287431723,0.011858484755471398,0.3866955481188458
0.1795,0.3994977860924259,0.011944059635326016,0.3875537264570999
0.18,0.4004406323592191,0.012030011435477987,0.3884106209237411
0.1805,0.40138257199405936,0.012116340762178933,0.3892662312318804
0.181,0.40232360531639144,0.012203048220969834,0.3901205570954216
0.1815,0.4032637326457422,0.01229013441668383,0.3909735982290584
0.182,0.4042029543017215,0.012377599953448995,0.3918253543482725
0.1825,0.40514127060402116,0.01246544543469111,0.39267582516933003
0.183,0.4060786818724157,0.01255367146313639,0.3935250104092793
0.1835,0.40701518842676176,0.012642278640814216,0.3943729097859475
0.184,0.40795079058699946,0.012731267569059845,0.3952195230179396
0.1845,0.40888548867315133,0.012820638848517092,0.39606484982463425
0.185,0.40981928300532255,0.012910393079141,0.39690888992618156
0.1855,0.4107521739037008,0.0130005308602005,0.3977516430435003
0.186,0.4116841616885576,0.013091052790281043,0.39859310889827654
0.1865,0.4126152466802472,0.013181959467287214,0.39943328721295995
0.187,0.41354542919920656,0.013273251488445346,0.40027217771076123
0.1875,0.4144747095659559,0.013364929450306089,0.4011097801156498
0.188,0.41540308810109905,0.01345699394874699,0.40194609415235205
0.1885,0.41633056512532307,0.013549445578975042,0.40278111954634804
0.189,0.41725714095939814,0.013642284935529212,0.40361485602386893
0.1895,0.41818281592417783,0.013735512612282971,0.4044473033118949
0.19,0.41910759034059974,0.013829129202446786,0.40527846113815297
0.1905,0.4200314645296849,0.013923135298570614,0.4061083292311143
0.191,0.4209544388125376,0.014017531492546371,0.4069369073199912
0.1915,0.4218765135103463,0.014112318375610382,0.4077641951347359
0.192,0.4227976889443831,0.014207496538345828,0.4085901924060372
0.1925,0.4237179654360045,0.014303066570685164,0.40941489886531934
0.193,0.42463734330665026,0.014399029061912533,0.4102383142447377
0.1935,0.4255558228778443,0.014495384600666157,0.41106043827717814
0.194,0.4264734044711952,0.014592133774940712,0.41188127069625446
0.1945,0.4273900884083953,0.014689277172089702,0.41270081123630564
0.195,0.4283058750112214,0.014786815378827794,0.4135190596323936
0.1955,0.42922076460153424,0.014884748981233166,0.4143360156203011
0.196,0.4301347575012795,0.014983078564749815,0.41515167893652966
0.1965,0.43104785403248735,0.015081804714189875,0.4159660493182975
0.197,0.43196005451727215,0.015180928013735896,0.41677912650353627
0.1975,0.43287135927783293,0.01528044904694313,0.4175909102308898
0.198,0.4337817686364538,0.015380368396741787,0.418401400239712
0.1985,0.4346912829155035,0.015480686645439294,0.41921059627006424
0.199,0.4355999024374356,0.01558140437472252,0.42001849806271313
0.1995,0.43650762752478844,0.015682522165660007,0.4208251053591284
0.2,0.43741445850018557,0.01578404059870417,0.42163041790148137
0.2005,0.43832039568633596,0.015885960253693494,0.4224344354326425
0.201,0.4392254394060333,0.015988281709854727,0.4232371576961786
0.2015,0.44012958998215623,0.01609100554580503,0.42403858443635123
0.202,0.4410328477376696,0.01619413233955415,0.42483871539811546
0.2025,0.4419352129956232,0.01629766266850655,0.42563755032711664
0.203,0.44283668607915216,0.01640159710946354,0.4264350889696886
0.20350000000000001,0.4437372673114772,0.016505936238625403,0.4272313310728518
0.20400000000000001,0.4446369570159048,0.016610680631593495,0.4280262763843113
0.20450000000000002,0.44553575551582736,0.016715830863372326,0.42881992465245505
0.20500000000000002,0.44643366313472266,0.016821387508371657,0.429612275626351
0.20550000000000002,0.4473306801961542,0.01692735114040856,0.43040332905574563
0.20600000000000002,0.44822680702377204,0.017033722332709465,0.4311930846910626
0.20650000000000002,0.44912204394131205,0.01714050165791221,0.43198154228339986
0.20700000000000002,0.45001639127259585,0.017247689688068082,0.4327687015845278
0.20750000000000002,0.4509098493415312,0.01735528699464381,0.4335545623468874
0.20800000000000002,0.45180241847211267,0.0174632941485236,0.43433912432358907
0.2085,0.45269409898842095,0.017571711720011107,0.43512238726840985
0.209,0.45358489121462253,0.017680540278831442,0.4359043509357911
0.2095,0.45447479547497127,0.01778978039413313,0.4366850150808381
0.21,0.45536381209380694,0.017899432634490058,0.4374643794593169
0.2105,0.45625194139555625,0.018009497567903453,0.4382424438276528
0.211,0.4571391837047324,0.018119975761803804,0.4390192079429286
0.2115,0.4580255393459358,0.01823086778305279,0.43979467156288304
0.212,0.45891100864385304,0.018342174197945194,0.44056883444590783
0.2125,0.4597955919232585,0.018453895572210822,0.44134169635104764
